,name,type_A,type_B,type_C,type_D,address,longitude,latitude
"2985 Sandalwood Pkwy E , Brampton, Ontario",Petro-Canada,119.6,,,,"2985 Sandalwood Pkwy E, Brampton, ON L6R 3J6, Canada",-79.73062999999999,43.7684053
"2990 Britannia Rd W , Mississauga, Ontario",Petro-Canada,118.9,,,,"2990 Britannia Rd W, Mississauga, ON L5M 5P3, Canada",-79.7434607,43.568723
"30 Laird Dr , Toronto - Central, Ontario",Husky,,,,118.7,"30 Laird Dr, Toronto, ON M4G3T2, Canada",-79.3611076,43.7036484
"3000 Major Mackenzie Dr W , Vaughan, Ontario",Shell,121.5,135.9,,118.9,"3000 Major MacKenzie Dr W, Maple, ON L6A 3Z5, Canada",-79.5360661,43.8500172
"3010 16th Ave , Markham, Ontario",Esso,122.9,133.9,139.9,118.9,"3010 16th Ave, Markham, ON L6C 0G5, Canada",-79.3622113,43.868424
"3011 Wolfedale Rd , Mississauga, Ontario",Petro-Canada,122.9,,,,"3011 Wolfedale Rd, Mississauga, ON L5C 1V8, Canada",-79.63640149999999,43.5637862
"3015 Thomas St , Mississauga, Ontario",Pioneer,119.3,124.8,132.3,114.6,"3015 Thomas St, Mississauga, ON L5M 0R4, Canada",-79.73470809999999,43.5607037
"3020 Mavis Rd , Mississauga, Ontario",Canadian Tire,119.9,,,119.3,"3020 Mavis Rd, Mississauga, ON L5C 1T8, Canada",-79.633687,43.566
"3020 Unity Dr , Mississauga, Ontario",Shell,119.9,131.9,139.9,119.9,"3020 Unity Dr, Mississauga, ON L5L 4X5, Canada",-79.7051783,43.539076
"3030 Artesian Dr , Mississauga, Ontario",Petro-Canada,118.9,131.9,137.9,120.9,"3030 Artesian Dr, Mississauga, ON L5M 7P5, Canada",-79.7145558,43.5462225
"305 Dundas St E , Oakville, Ontario",Esso,122.9,,,,"305 Dundas St E, Oakville, ON L6H 7C3, Canada",-79.7202243,43.4876955
"305 Rexdale Blvd , Toronto - West, Ontario",Esso,119.9,,,119.9,"305 Rexdale Blvd, Etobicoke, ON M9W 1R8, Canada",-79.5825523,43.7135162
"3051 Lawrence Ave E  , Toronto - East, Ontario",Shell,122.9,,,118.9,"3051 Lawrence Ave E, Scarborough, ON M1P 2V8, Canada",-79.2457676,43.7550787
"3069 Bathurst St , Toronto - Central, Ontario",Esso,122.9,133.9,139.9,119.9,"3069 Bathurst St, York, ON M5P 3L1, Canada",-79.42511929999999,43.700505
"3070 Dufferin St , Toronto - Central, Ontario",Shell,122.9,136.9,144.9,119.9,"3070 Dufferin St, York, ON M6E 3R8, Canada",-79.4480561,43.6903748
"3075 Bathurst St , Toronto - Central, Ontario",Shell,122.9,129.9,132.9,,"3075 Bathurst St, York, ON M5P 3L1, Canada",-79.42511929999999,43.700505
"3075 Danforth Ave , Toronto - East, Ontario",Esso,113.9,135.9,141.9,,"3075 Danforth Ave, Scarborough, ON M1L 1A8, Canada",-79.28830289999999,43.6912508
"3075 Don Mills Rd , Toronto - North, Ontario",Petro-Canada,122.9,,,,"3075 Don Mills Rd, North York, ON M2J, Canada",-79.3530959,43.7877728
"3100 Ellesmere Rd , Toronto - East, Ontario",Petro-Canada,118.9,132.9,138.9,119.9,"3100 Ellesmere Rd, Scarborough, ON M1E, Canada",-79.19490069999999,43.7849762
"3100 Major Mackenzie Dr W , Vaughan, Ontario",Esso,121.5,134.9,,,"3100 Major MacKenzie Dr W, Vaughan, ON L6A, Canada",-79.53727649999999,43.8499025
"3100 Winston Churchill Blvd , Mississauga, Ontario",Pioneer,116.7,129.2,136.7,114.6,"3100 Winston Churchill Blvd, Mississauga, ON L5L 1P5, Canada",-79.6849311,43.5245531
"3101 Victoria Park Ave , Toronto - East, Ontario",Shell,122.9,,,,"3101 Victoria Park Ave, Toronto, ON M1W 2T3, Canada",-79.3307473,43.7928046
"3143 Winston Churchill Blvd , Mississauga, Ontario",Canadian Tire,119.9,129.9,134.9,114.8,"3143 Winston Churchill Blvd, Mississauga, ON L5L 2W1, Canada",-79.6847442,43.5256881
"3171 Derry Rd E , Mississauga, Ontario",Petroleum Plus,122.3,124.9,135.9,116.9,"3171 Derry Rd E, Mississauga, ON L4T 1A8, Canada",-79.6392587,43.70766829999999
"3180 Danforth Ave , Toronto - East, Ontario",Star Gas,114.0,,122.9,,"3180 Danforth Ave, Scarborough, ON M1L 1B4, Canada",-79.2840775,43.6921749
"3191 Rutherford Rd , Vaughan, Ontario",Husky,119.8,131.9,138.9,113.7,"3191 Rutherford Rd, Concord, ON L4K 0A3, Canada",-79.5382566,43.8292413
"3200 Rutherford Rd , Vaughan, Ontario",Canadian Tire,120.6,131.6,,115.9,"3200 Rutherford Rd, Vaughan, ON L4K, Canada",-79.5378017,43.8304011
"3220 Kingston Rd , Toronto - East, Ontario",Ultramar,117.9,129.6,132.6,116.9,"3220 Kingston Rd, Scarborough, ON M1M 1P4, Canada",-79.22656719999999,43.7310401
"3221 Kingston Rd , Toronto - East, Ontario",Shell,117.9,136.9,144.9,,"3221 Kingston Rd, Scarborough, ON M1M 1P7, Canada",-79.22575619999999,43.7305228
"3233 Erin Mills Pkwy , Mississauga, Ontario",Mi Fuel,116.9,124.9,132.9,117.9,"3233 Erin Mills Pkwy, Mississauga, ON L5L 1R1, Canada",-79.67302389999999,43.541262
"325 Dundas St E , Oakville, Ontario",Shell,122.9,135.9,143.9,118.9,"325 Dundas St E, Oakville, ON L6H 7E3, Canada",-79.71959009999999,43.4885008
"325 Horner Ave , Toronto - West, Ontario",XTR,119.7,,,119.7,"325 Horner Ave, Etobicoke, ON M8W 1Z5, Canada",-79.52783459999999,43.60525690000001
"3255 Dundas St W , Mississauga, Ontario",Shell,118.9,132.9,140.9,118.9,"3255 Dundas St W, Mississauga, ON L5L 5V7, Canada",-79.6880539,43.5175294
"3279 Kingston Rd , Toronto - East, Ontario",Pioneer,117.9,124.3,131.8,114.9,"3279 Kingston Rd, Scarborough, ON M1M 1P7, Canada",-79.2247445,43.7313824
"330 Queen's Plate Dr , Toronto - West, Ontario",Refuel,120.9,126.5,133.5,107.6,"330 Queens Plate Dr, Etobicoke, ON M9W 7J7, Canada",-79.5962916,43.7214387
"3304 Lawrence Ave E , Toronto - East, Ontario",Petro-Canada,119.9,132.9,138.9,,"3304 Lawrence Ave E, Scarborough, ON M1H, Canada",-79.2352954,43.7577895
"331 Sammon Ave , Toronto - Central, Ontario",Global,117.9,,,,"331 Sammon Ave, Toronto, ON M4J 2X8, Canada",-79.334344,43.686801
"3321 Dufferin St , Toronto - Central, Ontario",Esso,122.9,132.9,139.9,,"3321 Dufferin St, York, ON M6E 3R9, Canada",-79.4477795,43.690298
"3350 Steeles Ave W , Vaughan, Ontario",Esso,118.9,131.9,137.9,116.9,"3350 Steeles Ave W, Concord, ON L4K 1A2, Canada",-79.5308935,43.7735845
"3351 Bayview Ave  , Toronto - North, Ontario",Petro-Canada,122.9,134.9,140.9,119.9,"3351 Bayview Ave, North York, ON M2K 1G5, Canada",-79.3931884,43.7927981
"3360 Sheppard Ave E , Toronto - East, Ontario",Esso,122.9,,,,"3360 Sheppard Ave E, Scarborough, ON M1T, Canada",-79.3078915,43.7787396
"3380 Dixie Rd , Mississauga, Ontario",Petro-Canada,121.7,134.9,140.9,119.9,"3380 Dixie Rd, Mississauga, ON L4Y 2A8, Canada",-79.59458,43.6163049
"3381 Kennedy Rd , Toronto - East, Ontario",Shell,122.9,135.9,143.9,,"3381 Kennedy Rd, Toronto, ON M1V 4Y1, Canada",-79.3040307,43.8182007
"340 Kingston Rd , Pickering, Ontario",Petro Queen,118.9,,,,"340 Kingston Rd, Pickering, ON L1V 1A2, Canada",-79.13058199999999,43.809205
"3400 Sheppard Ave E , Toronto - East, Ontario",Petro-Canada,122.9,135.9,141.9,121.9,"3400 Sheppard Ave E, Scarborough, ON M1T 3K4, Canada",-79.30750599999999,43.779347
"3400 Victoria Park Ave , Toronto - East, Ontario",Esso,122.9,132.9,138.9,,"3400 Victoria Park Ave, Scarborough, ON M1W 2J6, Canada",-79.33707629999999,43.8042421
"3401 Sheppard  Ave E , Toronto - East, Ontario",Shell,122.9,,,,"3401 Sheppard Ave E, Scarborough, ON M1T 3K5, Canada",-79.3071473,43.778616
"3405 Dixie Rd , Mississauga, Ontario",Husky,120.9,,,118.7,"3405 Dixie Rd, Mississauga, ON L4Y 2A9, Canada",-79.59463900000002,43.617272
"3405 Glen Erin Dr , Mississauga, Ontario",Esso,118.9,128.9,137.9,120.9,"3405 Glen Erin Dr, Mississauga, ON L5L 3S2, Canada",-79.6851202,43.5365482
"3411 Mavis Rd , Mississauga, Ontario",Pioneer,119.6,129.1,136.6,118.6,"3411 Mavis Rd, Mississauga, ON L5B 4E8, Canada",-79.6449841,43.5749111
"3425 Winston Churchill Blvd , Mississauga, Ontario",Petro-Canada,119.9,132.9,138.9,,"3425 Winston Churchill Blvd, Mississauga, ON L5L 3R5, Canada",-79.6927151,43.5313652
"3445 Hurontario St , Mississauga, Ontario",Esso,119.9,,,,"3445 Hurontario St, Mississauga, ON L5A 2H4, Canada",-79.628053,43.5892865
"345 Speers Rd , Oakville, Ontario",Esso,122.9,135.9,141.9,119.9,"345 Speers Rd, Oakville, ON L6K 3S5, Canada",-79.6933398,43.4414525
"345A Queen St W , Brampton, Ontario",Husky,122.7,133.9,140.9,118.7,"345A Queen St W, Brampton, ON L6Y 3B2, Canada",-79.76995959999999,43.6760271
"3466 Dundas St W , Toronto - Central, Ontario",Petro V Plus,116.4,126.2,133.4,117.9,"3466 Dundas St W, Toronto, ON M6R 1W9, Canada",-79.44799499999999,43.6522602
"3479 Simcoe Rd 88 , Bradford West Gwillimbury, Ontario",Husky,,,,116.9,"3479 Simcoe County Rd 88, Bradford, ON L3Z 2A5, Canada",-79.6249399,44.1008158
"35 Cherrycrest Dr , Brampton, Ontario",Esso,122.9,128.9,138.9,118.9,"35 Cherrycrest Drive, Brampton, ON L6P 0S2, Canada",-79.6698358,43.7636443
"350 Iroquois Shore Rd , Oakville, Ontario",Petro-Canada,120.8,135.9,141.9,,"350 Iroquois Shore Rd, Oakville, ON L6H 1M4, Canada",-79.6857914,43.4644014
"354 Dundas St E , Mississauga, Ontario",Shell,122.9,,,119.9,"354 Dundas St E, Mississauga, ON L5A 1X2, Canada",-79.6071194,43.5878448
"354 Queen St E , Brampton, Ontario",Petro-Canada,119.6,132.9,138.9,120.9,"354 Queen St E, Brampton, ON L6V 1C3, Canada",-79.7415348,43.7035172
"3550 Queen St E , Brampton, Ontario",Shell,119.6,130.9,138.9,120.9,"3550 Queen St E, Brampton, ON L6P 3L2, Canada",-79.68467749999999,43.7538419
"3555 Major Mackenzie Dr W , Vaughan, Ontario",Esso,121.5,134.9,,,"3555 Major MacKenzie Dr W, Woodbridge, ON L4H 2Y8, Canada",-79.5531621,43.8452433
"3561 Danforth Ave , Toronto - East, Ontario",Danforth Gas & Wash,114.9,122.9,129.9,116.9,"3561 Danforth Ave, Scarborough, ON M1L 1E3, Canada",-79.2736997,43.6943633
"3566 St Clair Ave E , Toronto - East, Ontario",Esso,115.9,125.9,140.9,,"3566 St Clair Ave E, Scarborough, ON M1K 1M2, Canada",-79.2590704,43.717329
"3587 Bathurst St , Toronto - Central, Ontario",7-Eleven,122.6,,,,"Bathurst St, Toronto, ON, Canada",-79.4052392,43.6503588
"3600 Sheppard Ave E , Toronto - East, Ontario",Esso,122.9,,,,"3600 Sheppard Ave E, Scarborough, ON M1T 3K8, Canada",-79.29876949999999,43.7812651
"3615 McNicoll Ave , Toronto - East, Ontario",Pioneer,119.9,,,117.6,"3615 McNicoll Ave, Scarborough, ON M1X 1G4, Canada",-79.2466845,43.8240749
"3639 Dufferin St , Toronto - North, Ontario",Petro-Canada,123.3,136.9,142.9,120.9,"3639 Dufferin St, North York, ON M3K, Canada",-79.4581929,43.7318469
"365 Dixon Rd , Toronto - West, Ontario",Petro-Canada,122.9,133.9,138.9,,"365 Dixon Rd, Etobicoke, ON M9R 1S1, Canada",-79.5580463,43.69410939999999
"3650 Rutherford Rd , Vaughan, Ontario",Esso,119.3,132.9,138.9,,"3650 Rutherford Rd, Concord, ON L4K 5Y6, Canada",-79.552104,43.8272631
"3660 Dufferin St , Toronto - North, Ontario",Husky,121.9,132.9,139.9,118.7,"3660 Dufferin St, North York, ON M3K 1C9, Canada",-79.45892119999999,43.7322686
"3680 Hurontario St , Mississauga, Ontario",Petro-Canada,122.9,135.9,141.9,120.9,"3680 Hurontario St, Mississauga, ON L5B 1P3, Canada",-79.6352,43.5929425
"3680 Langstaff Rd , Vaughan, Ontario",Petro-Canada,122.9,135.9,141.9,,"3680 Langstaff Rd, Woodbridge, ON L4L 9A8, Canada",-79.5512557,43.808504
"3685 Erindale Station Rd , Mississauga, Ontario",Shell,119.9,,,,"3685 Erindale Station Rd, Mississauga, ON L5C 2S9, Canada",-79.6605216,43.5706599
"3700 Major Mackenzie Dr W , Vaughan, Ontario",Petro-Canada,121.5,134.9,140.9,,"3700 Major MacKenzie Dr W, Maple, ON L6A 1S1, Canada",-79.5574329,43.8456455
"3700 Steeles Ave E , Toronto - East, Ontario",Petro-Canada,122.9,132.9,138.9,,"3700 Steeles Ave E, Markham, ON L3R 0L9, Canada",-79.3262666,43.819758
"371 Queen St S , Mississauga, Ontario",Husky,119.7,130.9,137.9,,"371 Queen St S, Mississauga, ON L5M 1M3, Canada",-79.7047757,43.5754739
"3711 Rutherford Rd , Vaughan, Ontario",7-Eleven,117.6,126.6,133.6,,"3711 Rutherford Rd, Vaughan, ON L4L, Canada",-79.55451699999999,43.8258679
"3733 Hwy 7 , Vaughan, Ontario",Petro-Canada,117.9,,,,"3733 Hwy 7, Woodbridge, ON L4L 9H4, Canada",-79.5466757,43.7888856
"3750 Bathurst St , Toronto - North, Ontario",Esso,122.9,,,,"3750 Bathurst St, Toronto, ON M3H, Canada",-79.43406399999999,43.7373062
"3764 Hwy 7 W , Vaughan, Ontario",Esso,117.9,,,,"3764 Hwy 7, Woodbridge, ON L4L 9C3, Canada",-79.54807989999999,43.78968589999999
"38 Spadina Ave , Toronto - South, Ontario",Shell,122.9,136.9,144.9,,"38 Spadina Ave, Toronto, ON M5V 2H8, Canada",-79.3948664,43.6441775
"380 Main St N , Markham, Ontario",Esso,119.9,129.9,135.9,,"380 Main St N, Markham, ON L3P 1Z4, Canada",-79.264298,43.891625
"3800 Kingston Rd , Toronto - East, Ontario",Esso,122.9,135.9,141.9,,"3800 Kingston Rd, Scarborough, ON M1J 3H6, Canada",-79.2076261,43.7485025
"381 Mount Pleasant Rd , Toronto - Central, Ontario",Esso,123.9,136.9,142.9,,"381 Mt Pleasant Rd, Toronto, ON M4T 2C9, Canada",-79.385336,43.6953568
"3815 Victoria Park Ave , Toronto - East, Ontario",Petro-Canada,122.9,133.9,139.9,,"3815 Victoria Park Ave, Scarborough, ON M1W 3Y6, Canada",-79.3383202,43.8103531
"385 Weston Rd , Toronto - Central, Ontario",Petro-Canada,122.9,,,,"385 Weston Rd, York, ON M6N 3P7, Canada",-79.47542109999999,43.6807804
"389 Birchmount Rd , Toronto - East, Ontario",Global,123.9,,137.9,121.9,"389 Birchmount Rd, Scarborough, ON M1K 1N3, Canada",-79.2659273,43.7026356
"3900 Jane St , Toronto - North, Ontario",Petro-Canada,122.9,,,,"3900 Jane St, North York, ON M3N, Canada",-79.5177552,43.75721
"3905 Sheppard Ave E , Toronto - East, Ontario",Petro-Canada,122.9,,,,"3905 Sheppard Ave E, Scarborough, ON M1T 3L5, Canada",-79.2884971,43.7828921
"3930 Lawrence Ave E , Toronto - East, Ontario",Ultramar,122.9,,,,"3930 Lawrence Ave E, Scarborough, ON M1G 1R7, Canada",-79.2053351,43.76441080000001
"3965 Thomas St , Mississauga, Ontario",7-Eleven,119.6,,,,"3965 Thomas St, Mississauga, ON L5M 7B8, Canada",-79.7516852,43.5492984
"4000 Finch Ave E , Toronto - East, Ontario",Esso,121.9,135.9,141.9,118.9,"4000 Finch Ave E, Scarborough, ON M1S 3T6, Canada",-79.29635669999999,43.8016242
"4000 Jane St , Toronto - North, Ontario",Esso,122.9,,,,"4000 Jane St, North York, ON M3N 2K2, Canada",-79.5184518,43.7577114
"4011 Dixie Rd , Mississauga, Ontario",Esso,121.7,134.9,140.9,,"4011 Dixie Rd, Mississauga, ON L4W 1M3, Canada",-79.6025485,43.6230978
"4021 Yonge St , Toronto - Central, Ontario",Shell,122.9,,,119.9,"Yonge St, Toronto, ON, Canada",-79.380646,43.6557038
"4029 Brock Rd , Uxbridge, Ontario",Shell,,,,121.9,"4029 Brock Rd, Uxbridge, ON L0C, Canada",-79.1468823,44.04597560000001
"403 Keele St , Toronto - Central, Ontario",Canadian Tire,118.9,128.9,133.9,114.9,"4700 KEELE ST, Toronto, ON M3J, Canada",-79.4983993,43.7742464
"408 Dixon Rd , Toronto - West, Ontario",Husky,122.9,129.9,136.9,118.7,"408 Dixon Rd, Etobicoke, ON M9R 1S7, Canada",-79.5583705,43.6947111
"408 Hwy 7 E , Richmond Hill, Ontario",Shell,122.9,136.9,144.9,,"408 Hwy 7, Richmond Hill, ON L4B 1A9, Canada",-79.3922709,43.8425316
"4106 Cawthra Rd , Mississauga, Ontario",Petro-Canada,122.9,135.9,141.9,,"4106 Cawthra Rd, Mississauga, ON L4Z 1A1, Canada",-79.6216711,43.6099937
"412 Dundas St E , Oakville, Ontario",Canadian Tire,122.9,132.9,137.9,,"412 Dundas St E, Oakville, ON L6H 6Z9, Canada",-79.7165545,43.4902232
"412 Holland St W , Bradford West Gwillimbury, Ontario",Shell,,,,118.9,"412 Holland St W, Bradford West Gwillimbury, ON L3Z 2A4, Canada",-79.5809584,44.1103001
"4140 Erin Mills Pkwy , Mississauga, Ontario",Petro-Canada,118.9,132.9,138.9,,"4140 Erin Mills Pkwy, Mississauga, ON L5L 2M1, Canada",-79.69092479999999,43.5508084
"4230 Dundas St W , Toronto - West, Ontario",Petro-Canada,122.9,,,,"4230 Dundas St W, Etobicoke, ON M8X 1Y6, Canada",-79.5127608,43.6601603
"4235 Hwy 7 , Vaughan, Ontario",Shell,122.9,131.9,,,"4235 Hwy 7, Woodbridge, ON L4L 5X7, Canada",-79.564135,43.78563
"43 Mountainash Rd , Brampton, Ontario",Esso,119.9,132.9,138.9,119.9,"43 Mountainash Rd, Brampton, ON L6R 1W4, Canada",-79.7303171,43.75847359999999
"435 Browns Line , Toronto - West, Ontario",Shell,118.2,135.9,143.9,118.9,"435 Brown's Line, Etobicoke, ON M8W 3V1, Canada",-79.5450097,43.6022429
"436 Kipling Ave , Toronto - West, Ontario",Esso,122.9,133.9,139.9,129.9,"436 Kipling Ave, Etobicoke, ON M8Z 5C9, Canada",-79.5207743,43.6068998
"4384 Bathurst St , Toronto - North, Ontario",Petro-Canada,122.9,,,,"4384 Bathurst St, North York, ON M3H 3R6, Canada",-79.4388999,43.7551289
"4400 Dufferin St , Toronto - North, Ontario",Canadian Tire,122.9,,,,"4400 Dufferin St, North York, ON M3H 4K7, Canada",-79.46676459999999,43.7655473
"4403 Kingston Rd , Toronto - East, Ontario",Amco,116.9,127.9,136.9,118.9,"4403 Kingston Rd, Scarborough, ON M1E 2N2, Canada",-79.1903325,43.76637849999999
"4418 Kingston Rd , Toronto - East, Ontario",Global,117.9,127.9,136.9,,"4418 Kingston Rd, Scarborough, ON M1E 2N4, Canada",-79.1888242,43.7686068
"445 Eglinton Ave E , Mississauga, Ontario",Petro-Canada,122.9,134.9,140.9,121.9,"445 Eglinton Ave E, Mississauga, ON L4Z 3L4, Canada",-79.6432368,43.61642579999999
"449 Carlaw Ave , Toronto - South, Ontario",No Frills,115.9,128.9,130.9,113.9,"449 Carlaw Ave, Toronto, ON M4K 3J1, Canada",-79.3425072,43.6684208
"4499 Mainway , Burlington, Ontario",Pioneer,,,,118.5,"4499 Mainway, Burlington, ON L7L 7P3, Canada",-79.7820031,43.3872484
"450 Derry Rd W , Mississauga, Ontario",Petro-Canada,122.9,130.9,,119.9,"450 Derry Rd W, Mississauga, ON L5W, Canada",-79.7160364,43.6368827
"450 Dundas St E , Oakville, Ontario",Petro-Canada,122.9,135.9,141.9,,"450 Dundas St E, Oakville, ON L6H 7L4, Canada",-79.7156775,43.4907775
"4515 Hwy 7 W , Vaughan, Ontario",Esso,122.9,,,,"4515 Hwy 7, Woodbridge, ON L4L 1S6, Canada",-79.57353979999999,43.7834823
"4525 Dundas St , Burlington, Ontario",Petro-Canada,,,,119.9,"4525 Dundas St, Burlington, ON L7M 5B4, Canada",-79.808832,43.4065054
"453 Wilson Ave , Toronto - North, Ontario",XTR,121.9,,,118.9,"453 Wilson Ave, North York, ON M3H 1T9, Canada",-79.44200169999999,43.7353506
"4530 Erin Mills Pkwy , Mississauga, Ontario",Esso,118.9,128.9,133.9,,"4530 Erin Mills Pkwy, Mississauga, ON L5M 4L9, Canada",-79.7027651,43.5563885
"4550 Dufferin St , Toronto - North, Ontario",Esso,122.9,132.9,138.9,117.9,"4550 Dufferin St, North York, ON M3H 5R9, Canada",-79.4673632,43.7683792
"456 Lakeshore Rd E , Mississauga, Ontario",Petro-Canada,120.3,,,,"456 Lakeshore Rd E, Mississauga, ON L5G 1J1, Canada",-79.570844,43.5650175
"4575 Steeles Ave E , Toronto - East, Ontario",Petro-Canada,122.9,132.9,,121.9,"4575 Steeles Ave E, Scarborough, ON M1V, Canada",-79.3060982,43.82384769999999
"460 Bayly St W , Ajax, Ontario",Esso,113.6,128.9,135.9,119.9,"460 Bayly St W, Ajax, ON L1S 1P1, Canada",-79.0349538,43.84087539999999
"461 Sheppard Ave E , Toronto - North, Ontario",Esso,122.9,134.9,140.9,,"461 Sheppard Ave E, North York, ON M2N 3B3, Canada",-79.3884954,43.76625689999999
"4630 Yonge St , Toronto - North, Ontario",Petro-Canada,122.9,,,,"4630 Yonge St, North York, ON M2N 5L7, Canada",-79.4099732,43.75732610000001
"4641 Hwy 7 E , Markham, Ontario",Petro-Canada,122.9,,,,"4641 Hwy 7, Unionville, ON L3R 1M6, Canada",-79.3042024,43.8620968
"4650 Sheppard Ave E , Toronto - East, Ontario",Canadian Tire,119.6,128.9,133.9,118.5,"4650 Sheppard Ave E, Scarborough, ON M1S 3J7, Canada",-79.25942739999999,43.7900601
"4660 Kingston Rd , Toronto - East, Ontario",Esso,117.9,127.9,133.9,119.9,"4660 Kingston Rd, Scarborough, ON M1E 2P9, Canada",-79.17575649999999,43.77570559999999
"4685 Central Pkwy , Mississauga, Ontario",Shell,122.9,134.9,142.9,122.9,"4685 Central Pkwy E, Mississauga, ON L4Z 2E4, Canada",-79.6414894,43.616498
"4696 Yonge St , Toronto - North, Ontario",Esso,122.9,,,,"4696 Yonge St, North York, ON M2N 5M2, Canada",-79.4105687,43.7585796
"471 Main St S , Brampton, Ontario",Petro-Canada,120.7,133.9,139.9,120.9,"471 Main St S, Brampton, ON L6Y 1N6, Canada",-79.738164,43.66893
"4722 Yonge St , Toronto - North, Ontario",Shell,122.9,,,121.9,"4722 Yonge St, Toronto, ON M2N 5M4, Canada",-79.41076269999999,43.7596642
"474 Bayly St W , Ajax, Ontario",Petro-Canada,122.9,,,119.9,"474 Bayly St W, Ajax, ON L1S 7P9, Canada",-79.03599249999999,43.8405724
"4747 Steeles Ave W , Toronto - North, Ontario",Petro-Canada,122.9,135.9,141.9,119.9,"4747 Steeles Ave W, North York, ON M9L 1X2, Canada",-79.5400507,43.77123350000001
"4751 Leslie St , Toronto - North, Ontario",Esso,122.9,,,,"4751 Leslie St, North York, ON M2J 2K8, Canada",-79.36503189999999,43.778667
"4758 Dundas St W , Toronto - West, Ontario",Shell,122.9,,,,"4758 Dundas St W, Toronto, ON M9A 1A9, Canada",-79.5263111,43.6518963
"478 Kingston Rd , Pickering, Ontario",Esso,119.4,132.5,138.5,118.6,"478 Kingston Rd, Pickering, ON L1V 1A4, Canada",-79.12435099999999,43.81295
"4780 Hwy 7 E , Markham, Ontario",Petro-Canada,122.9,135.9,141.9,118.9,"4780 Hwy 7, Unionville, ON L3R 1M8, Canada",-79.3033354,43.8631663
"480 Derry Rd E , Mississauga, Ontario",Esso,120.9,136.9,134.6,,"480 Derry Rd E, Mississauga, ON L5T 2P3, Canada",-79.6952926,43.65504019999999
"481 Rogers Rd , Toronto - Central, Ontario",Husky,119.7,,137.9,,"481 Ted Rogers Way, Toronto, ON M4Y, Canada",-79.37988779999999,43.6699576
"4885 Mavis Rd , Mississauga, Ontario",Esso,117.9,134.9,140.9,,"4885 Mavis Rd, Mississauga, ON L5R 3W4, Canada",-79.668487,43.5923113
"490 Great Lakes Dr , Brampton, Ontario",Shell,122.9,131.9,139.9,118.9,"490 Great Lakes Dr, Brampton, ON L6R, Canada",-79.7736453,43.7408885
"4901 Sheppard Ave E , Toronto - East, Ontario",Pioneer,119.6,128.1,135.6,117.6,"4901 Sheppard Ave E, Scarborough, ON M1S 4A6, Canada",-79.2480934,43.7915658
"4901 Steeles Ave W , Toronto - North, Ontario",Shell,122.9,135.9,140.9,122.9,"4901 Steeles Ave W, North York, ON M9L 2W1, Canada",-79.54277929999999,43.7706786
"4919 Steeles Ave E , Toronto - East, Ontario",Canadian Petroleum,115.9,,133.9,118.9,"4919 Steeles Ave E, Scarborough, ON M1V, Canada",-79.290885,43.8269734
"4926 Bathurst St , Toronto - North, Ontario",Shell,122.9,131.9,137.9,,"4926 Bathurst St, North York, ON M2R 1N2, Canada",-79.4434493,43.7734661
"4995 Ebenezer Rd , Brampton, Ontario",Petro-Canada,122.9,134.9,140.9,119.9,"4995 Ebenezer Rd, Brampton, ON L6P, Canada",-79.65567089999999,43.7783177
"5 Great Lakes Dr , Brampton, Ontario",Shell,116.9,133.9,141.9,118.9,"5 Great Lakes Dr, Brampton, ON L6R 2S5, Canada",-79.7598744,43.7308986
"5 Main St N , Markham, Ontario",Husky,118.9,135.9,141.9,,"5 Main St N, Markham, ON L3P 1X3, Canada",-79.2595195,43.8743236
"5 Red Maple Rd , Richmond Hill, Ontario",Petro-Canada,122.9,135.9,141.9,120.9,"5 Red Maple Rd, Richmond Hill, ON L4B 4M6, Canada",-79.4197815,43.83912170000001
"5 Sandalwood Pkwy W , Brampton, Ontario",Petro-Canada,116.5,130.9,139.9,,"5 Sandalwood Pkwy W, Brampton, ON L6Z 4S3, Canada",-79.8031786,43.7170548
"500 Browns Line , Toronto - West, Ontario",Econo,117.9,,,,"500 Brown's Line, Etobicoke, ON M8W 3V2, Canada",-79.54631599999999,43.603234
"5000 Steeles Ave W , Toronto - West, Ontario",Petro-Canada,122.9,135.9,141.9,,"5000 Steeles Ave W, Etobicoke, ON M9V 5C5, Canada",-79.5906143,43.7598513
"5008 Hurontario St , Mississauga, Ontario",Esso,118.9,131.9,137.9,,"5008 Hurontario St, Mississauga, ON L5R, Canada",-79.65368769999999,43.6066774
"5014 Dixie Rd , Mississauga, Ontario",Esso,121.7,125.9,131.9,118.9,"5014 Dixie Rd, Mississauga, ON L4W, Canada",-79.6216474,43.6356784
"5020 McLaughlin Rd , Mississauga, Ontario",Husky,117.9,130.9,136.9,,"5020 McLaughlin Rd, Mississauga, ON L5R 3R8, Canada",-79.6643749,43.5973189
"504 Main St N , Brampton, Ontario",Petro-Canada,116.5,129.9,135.9,120.9,"504 Main St N, Brampton, ON L6V 1P9, Canada",-79.7773627,43.6994848
"505 Jarvis St , Toronto - South, Ontario",Petro-Canada,122.9,135.9,141.9,119.9,"505 Jarvis St, Toronto, ON M4Y 2H7, Canada",-79.3780812,43.6665255
"5067 Dixie Rd , Mississauga, Ontario",Canadian Tire,114.9,122.9,136.9,115.9,"5067 Dixie Rd, Mississauga, ON L4W 5S6, Canada",-79.6208213,43.6369476
